item_id,order_id,product_id,sku,product_name,category,quantity,unit_price,line_total,cost_per_unit,line_cost
673,341,8,PROD008,Iced Coffee,Coffee,1,5.0,5.0,1.4,1.4
674,342,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
675,342,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
676,343,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
677,343,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
678,343,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
679,344,13,PROD013,Pain au Chocolat,Pastries,1,5.0,5.0,1.8,1.8
680,344,14,PROD014,Muffin Blueberry,Pastries,1,5.0,5.0,1.7,1.7
681,345,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
682,345,20,PROD020,Vegetarian Wrap,Food,1,9.5,9.5,4.2,4.2
683,346,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
684,347,21,PROD021,Caesar Salad,Food,1,14.0,14.0,6.5,6.5
685,347,5,PROD005,Espresso,Coffee,1,3.5,3.5,0.9,0.9
686,348,1,PROD001,Flat White,Coffee,1,4.5,4.5,1.2,1.2
687,349,25,PROD025,Orange Juice,Beverages,1,5.0,5.0,1.5,1.5
688,349,9,PROD009,Hot Chocolate,Hot Drinks,1,4.5,4.5,1.3,1.3
689,350,18,PROD018,Bacon & Egg Roll,Food,1,10.0,10.0,4.5,4.5
690,350,17,PROD017,Avocado Toast,Food,2,12.0,24.0,5.5,11.0
